ticker_yf,ticker_tv,price,last,mcap_usd_final,mcap,avg_dollar_vol,tv_score,tv_reco,analyst_bucket,analyst_votes,sector,industry,p_tech,p_tv,p_an,pillars_met,votes_bin,rank_score,bucket
VNO,VNO,42.0099983215332,42.0099983215332,,,73010020.8540678,0.55,HOLD,HOLD,20.0,Real Estate,Unknown,False,False,False,0,10-20,0.265,event
ADC,ADC,73.73999786376953,73.73999786376953,,,69156944.92956276,0.55,HOLD,HOLD,20.0,Real Estate,Unknown,False,False,False,0,10-20,0.265,event
FRT,FRT,101.8000030517578,101.8000030517578,,,68079138.74517822,0.55,HOLD,HOLD,20.0,Real Estate,Unknown,False,False,False,0,10-20,0.265,event
CUBE,CUBE,41.630001068115234,41.630001068115234,,,65252630.76549435,0.55,HOLD,HOLD,20.0,Real Estate,Unknown,False,False,False,0,10-20,0.265,event
RGA,RGA,194.69000244140625,194.69000244140625,,,62257427.07155152,0.55,HOLD,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.265,event
RHI,RHI,36.38999938964844,36.38999938964844,,,59522477.912418365,0.55,HOLD,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.265,event
EPR,EPR,56.59999847412109,56.59999847412109,,,57350966.55491829,0.55,HOLD,HOLD,20.0,Real Estate,Unknown,False,False,False,0,10-20,0.265,event
UGI,UGI,34.83000183105469,34.83000183105469,,,57330216.38129196,0.55,HOLD,HOLD,20.0,Utilities,Unknown,False,False,False,0,10-20,0.265,event
YETI,YETI,36.630001068115234,36.630001068115234,,,55315941.92994976,0.55,HOLD,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.265,event
NNN,NNN,43.290000915527344,43.290000915527344,,,54939014.868514635,0.55,HOLD,HOLD,20.0,Real Estate,Unknown,False,False,False,0,10-20,0.265,event
AXS,AXS,99.3000030517578,99.3000030517578,,,53970628.69808197,0.55,HOLD,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.265,event
EXLS,EXLS,44.130001068115234,44.130001068115234,,,52562056.47756195,0.55,HOLD,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.265,event
COKE,COKE,124.1500015258789,124.1500015258789,,,51726830.58573227,0.55,HOLD,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.265,event
SEE,SEE,33.90999984741211,33.90999984741211,,,50623512.712706946,0.55,HOLD,HOLD,20.0,Materials,Unknown,False,False,False,0,10-20,0.265,event
HOG,HOG,30.700000762939453,30.700000762939453,,,49312942.29757424,0.55,HOLD,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.265,event
LSTR,LSTR,132.42999267578125,132.42999267578125,,,47028771.71662597,0.55,HOLD,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.265,event
BC,BC,66.66999816894531,66.66999816894531,,,46427336.68167114,0.55,HOLD,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.265,event
FR,FR,52.63999938964844,52.63999938964844,,,46236325.46736908,0.55,HOLD,HOLD,20.0,Real Estate,Unknown,False,False,False,0,10-20,0.265,event
NWL,NWL,6.090000152587891,6.090000152587891,,,46133391.472869776,0.55,HOLD,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.265,event
SARO,SARO,27.350000381469727,27.350000381469727,,,45334804.60172482,0.55,HOLD,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.265,event
PRI,PRI,274.3999938964844,274.3999938964844,,,45030596.79775848,0.55,HOLD,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.265,event
SMG,SMG,61.709999084472656,61.709999084472656,,,44866486.44145546,0.55,HOLD,HOLD,20.0,Materials,Unknown,False,False,False,0,10-20,0.265,event
CUZ,CUZ,29.61000061035156,29.61000061035156,,,43706169.46026764,0.55,HOLD,HOLD,20.0,Real Estate,Unknown,False,False,False,0,10-20,0.265,event
IAC,IAC,36.75,36.75,,,43620940.167843625,0.55,HOLD,HOLD,20.0,Communication Services,Unknown,False,False,False,0,10-20,0.265,event
LINE,LINE,42.38999938964844,42.38999938964844,,,42730177.43224182,0.55,HOLD,HOLD,20.0,Real Estate,Unknown,False,False,False,0,10-20,0.265,event
HUN,HUN,11.149999618530272,11.149999618530272,,,42020280.385011196,0.55,HOLD,HOLD,20.0,Materials,Unknown,False,False,False,0,10-20,0.265,event
RARE,RARE,31.229999542236328,31.229999542236328,,,41418901.73153572,0.55,HOLD,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.265,event
NOV,NOV,13.3100004196167,13.3100004196167,,,40960398.55644317,0.55,HOLD,HOLD,20.0,Energy,Unknown,False,False,False,0,10-20,0.265,event
COLM,COLM,55.68999862670898,55.68999862670898,,,39891964.94873486,0.55,HOLD,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.265,event
XRAY,XRAY,13.9399995803833,13.9399995803833,,,38524940.67377849,0.55,HOLD,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.265,event
PK,PK,12.0,12.0,,,38217902.88238468,0.55,HOLD,HOLD,20.0,Real Estate,Unknown,False,False,False,0,10-20,0.265,event
BHF,BHF,48.880001068115234,48.880001068115234,,,38203467.34915638,0.55,HOLD,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.265,event
DRS,DRS,41.61000061035156,41.61000061035156,,,36550302.005888365,0.55,HOLD,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.265,event
OGN,OGN,10.65999984741211,10.65999984741211,,,35374485.7384491,0.55,HOLD,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.265,event
MPW,MPW,4.610000133514404,4.610000133514404,,,33929465.33405888,0.55,HOLD,HOLD,20.0,Real Estate,Unknown,False,False,False,0,10-20,0.265,event
NSA,NSA,32.38999938964844,32.38999938964844,,,33799180.41103973,0.55,HOLD,HOLD,20.0,Real Estate,Unknown,False,False,False,0,10-20,0.265,event
CNXC,CNXC,54.0099983215332,54.0099983215332,,,32030489.778779984,0.55,HOLD,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.265,event
MDU,MDU,16.399999618530273,16.399999618530273,,,25360454.947426416,0.55,HOLD,HOLD,20.0,Utilities,Unknown,False,False,False,0,10-20,0.265,event
AGO,AGO,83.16000366210938,83.16000366210938,,,25207613.99103241,0.55,HOLD,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.265,event
DXC,DXC,14.550000190734863,14.550000190734863,,,22295299.243691016,0.55,HOLD,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.265,event
TDC,TDC,21.549999237060547,21.549999237060547,,,17814128.18693161,0.55,HOLD,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.265,event
UHAL,UHAL,58.63999938964844,58.63999938964844,,,7430535.193632508,0.55,HOLD,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.265,event
INGM,INGM,21.18000030517578,21.18000030517578,,,4771031.02309227,0.55,HOLD,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.265,event
SNDK,SNDK,84.30000305175781,84.30000305175781,,,243899155.7122383,0.5,HOLD,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.25,event
KRMN,KRMN,63.79999923706055,63.79999923706055,,,79312625.63317832,0.5,HOLD,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.25,event
SAIL,SAIL,20.84000015258789,20.84000015258789,,,56300666.08664131,0.5,HOLD,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.25,event
RAL,RAL,42.91999816894531,42.91999816894531,,,51452533.709812164,0.5,HOLD,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.25,event
SFD,SFD,24.520000457763672,24.520000457763672,,,45896105.84867306,0.5,HOLD,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.25,event
MRP,MRP,34.84000015258789,34.84000015258789,,,37045995.99835453,0.5,HOLD,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.25,event
GLIBK,GLIBK,36.41999816894531,36.41999816894531,,,11097467.90187912,0.5,HOLD,HOLD,20.0,Communication Services,Unknown,False,False,False,0,10-20,0.25,event
GLIBA,GLIBA,37.04999923706055,37.04999923706055,,,2726636.4762830734,0.5,HOLD,HOLD,20.0,Communication Services,Unknown,False,False,False,0,10-20,0.25,event
MSFT,MSFT,501.010009765625,501.010009765625,,,10700287983.4859,0.45,HOLD,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.23500000000000001,event
AMD,AMD,155.6699981689453,155.6699981689453,,,7598493396.921946,0.45,HOLD,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.23500000000000001,event
BA,BA,219.9900054931641,219.9900054931641,,,1470413909.0792732,0.45,HOLD,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.23500000000000001,event
TMUS,TMUS,241.38999938964844,241.38999938964844,,,997937434.1151199,0.45,HOLD,HOLD,20.0,Communication Services,Unknown,False,False,False,0,10-20,0.23500000000000001,event
BSX,BSX,104.33999633789062,104.33999633789062,,,685009905.3529663,0.45,HOLD,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.23500000000000001,event
MP,MP,63.02999877929688,63.02999877929688,,,633964818.0184501,0.45,HOLD,HOLD,20.0,Materials,Unknown,False,False,False,0,10-20,0.23500000000000001,event
UAL,UAL,109.36000061035156,109.36000061035156,,,491492704.6566216,0.45,HOLD,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.23500000000000001,event
XYZ,XYZ,74.2300033569336,74.2300033569336,,,456253852.0116615,0.45,HOLD,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.23500000000000001,event
EL,EL,86.80999755859375,86.80999755859375,,,375524461.92357635,0.45,HOLD,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.23500000000000001,event
FERG,FERG,225.72000122070312,225.72000122070312,,,358940185.632959,0.45,HOLD,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.23500000000000001,event
RBRK,RBRK,77.88999938964844,77.88999938964844,,,336080583.1283409,0.45,HOLD,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.23500000000000001,event
AEP,AEP,108.73999786376952,108.73999786376952,,,331073165.9680824,0.45,HOLD,HOLD,20.0,Utilities,Unknown,False,False,False,0,10-20,0.23500000000000001,event
CHWY,CHWY,36.02000045776367,36.02000045776367,,,317120332.2866236,0.45,HOLD,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.23500000000000001,event
PINS,PINS,34.959999084472656,34.959999084472656,,,314597470.4319523,0.45,HOLD,HOLD,20.0,Communication Services,Unknown,False,False,False,0,10-20,0.23500000000000001,event
EW,EW,78.01000213623047,78.01000213623047,,,299862419.4809597,0.45,HOLD,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.23500000000000001,event
FAST,FAST,47.33000183105469,47.33000183105469,,,285834608.69596326,0.45,HOLD,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.23500000000000001,event
GD,GD,329.6199951171875,329.6199951171875,,,261547658.54607543,0.45,HOLD,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.23500000000000001,event
CSGP,CSGP,87.05999755859375,87.05999755859375,,,207317337.03318328,0.45,HOLD,HOLD,20.0,Real Estate,Unknown,False,False,False,0,10-20,0.23500000000000001,event
AS,AS,36.959999084472656,36.959999084472656,,,188628964.9197502,0.45,HOLD,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.23500000000000001,event
CHRW,CHRW,131.02000427246094,131.02000427246094,,,186435327.29204863,0.45,HOLD,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.23500000000000001,event
HALO,HALO,77.52999877929688,77.52999877929688,,,145970996.4369583,0.45,HOLD,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.23500000000000001,event
MGM,MGM,35.34000015258789,35.34000015258789,,,145886094.15854225,0.45,HOLD,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.23500000000000001,event
QRVO,QRVO,87.66999816894531,87.66999816894531,,,138234704.90987396,0.45,HOLD,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.23500000000000001,event
LDOS,LDOS,185.1300048828125,185.1300048828125,,,123104281.21626282,0.45,HOLD,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.23500000000000001,event
WWD,WWD,239.97999572753903,239.97999572753903,,,122433449.26903686,0.45,HOLD,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.23500000000000001,event
GEN,GEN,29.670000076293945,29.670000076293945,,,109365297.90970564,0.45,HOLD,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.23500000000000001,event
IVZ,IVZ,22.549999237060547,22.549999237060547,,,80570491.79091606,0.45,HOLD,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.23500000000000001,event
SPR,SPR,39.2400016784668,39.2400016784668,,,35056427.471964456,0.45,HOLD,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.23500000000000001,event
AMTM,AMTM,23.950000762939453,23.950000762939453,,,31407110.613254167,0.45,HOLD,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.23500000000000001,event
FRHC,FRHC,161.88999938964844,161.88999938964844,,,16830623.189041138,0.45,HOLD,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.23500000000000001,event
UNH,UNH,353.6099853515625,353.6099853515625,,,6304304850.119654,0.35,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.20500000000000002,event
MSTR,MSTR,326.0199890136719,326.0199890136719,,,3812607870.994072,0.35,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.20500000000000002,event
INTU,INTU,660.52001953125,660.52001953125,,,1494183069.4008179,0.35,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.20500000000000002,event
UPS,UPS,84.6500015258789,84.6500015258789,,,720522335.5975666,0.35,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.20500000000000002,event
TTD,TTD,45.2400016784668,45.2400016784668,,,718942453.8036127,0.35,SELL,HOLD,20.0,Communication Services,Unknown,False,False,False,0,10-20,0.20500000000000002,event
FI,FI,135.6999969482422,135.6999969482422,,,558833190.0929909,0.35,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.20500000000000002,event
TT,TT,414.8800048828125,414.8800048828125,,,504869482.9187805,0.35,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.20500000000000002,event
CHTR,CHTR,263.9200134277344,263.9200134277344,,,478010400.5290314,0.35,SELL,HOLD,20.0,Communication Services,Unknown,False,False,False,0,10-20,0.20500000000000002,event
TWLO,TWLO,102.55999755859376,102.55999755859376,,,445449551.3009537,0.35,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.20500000000000002,event
MDLZ,MDLZ,62.04999923706055,62.04999923706055,,,402742930.2303896,0.35,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.20500000000000002,event
ON,ON,49.02000045776367,49.02000045776367,,,335723138.7074295,0.35,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.20500000000000002,event
IT,IT,241.1199951171875,241.1199951171875,,,333840593.1708679,0.35,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.20500000000000002,event
EQT,EQT,50.959999084472656,50.959999084472656,,,330864446.27500266,0.35,SELL,HOLD,20.0,Energy,Unknown,False,False,False,0,10-20,0.20500000000000002,event
DXCM,DXCM,76.0,76.0,,,319796470.4020783,0.35,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.20500000000000002,event
NTNX,NTNX,81.12000274658203,81.12000274658203,,,292449570.391222,0.35,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.20500000000000002,event
EXE,EXE,95.83999633789062,95.83999633789062,,,281437851.7874527,0.35,SELL,HOLD,20.0,Energy,Unknown,False,False,False,0,10-20,0.20500000000000002,event
FIS,FIS,67.70999908447266,67.70999908447266,,,281318576.5212307,0.35,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.20500000000000002,event
CAVA,CAVA,64.31999969482422,64.31999969482422,,,274111890.24834406,0.35,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.20500000000000002,event
VRSK,VRSK,266.239990234375,266.239990234375,,,270623296.3456055,0.35,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.20500000000000002,event
BJ,BJ,98.0500030517578,98.0500030517578,,,265511306.49742508,0.35,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.20500000000000002,event
GAP,GAP,24.229999542236328,24.229999542236328,,,259864476.5954527,0.35,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.20500000000000002,event
ONON,ONON,43.29999923706055,43.29999923706055,,,258504380.68553734,0.35,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.20500000000000002,event
JHX,JHX,20.01000022888184,20.01000022888184,,,255827704.2773803,0.35,SELL,HOLD,20.0,Materials,Unknown,False,False,False,0,10-20,0.20500000000000002,event
CTSH,CTSH,70.55000305175781,70.55000305175781,,,248019146.7597618,0.35,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.20500000000000002,event
OKE,OKE,73.30000305175781,73.30000305175781,,,245770344.00882643,0.35,SELL,HOLD,20.0,Energy,Unknown,False,False,False,0,10-20,0.20500000000000002,event
AMCR,AMCR,8.329999923706055,8.329999923706055,,,239859082.44786042,0.35,SELL,HOLD,20.0,Materials,Unknown,False,False,False,0,10-20,0.20500000000000002,event
ALGN,ALGN,135.91000366210938,135.91000366210938,,,185113683.4157013,0.35,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.20500000000000002,event
FDS,FDS,370.5,370.5,,,160678252.88171998,0.35,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.20500000000000002,event
CROX,CROX,80.94999694824219,80.94999694824219,,,153703287.690847,0.35,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.20500000000000002,event
EXAS,EXAS,56.0,56.0,,,149435646.85816497,0.35,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.20500000000000002,event
WSO,WSO,397.4200134277344,397.4200134277344,,,144362749.80955353,0.35,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.20500000000000002,event
BRBR,BRBR,37.310001373291016,37.310001373291016,,,141303726.22844353,0.35,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.20500000000000002,event
JKHY,JKHY,161.4199981689453,161.4199981689453,,,130942464.62673263,0.35,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.20500000000000002,event
FOUR,FOUR,86.93000030517578,86.93000030517578,,,124365878.50629883,0.35,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.20500000000000002,event
PRMB,PRMB,24.31999969482422,24.31999969482422,,,120587594.19394454,0.35,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.20500000000000002,event
REXR,REXR,43.52999877929688,43.52999877929688,,,117596142.49831924,0.35,SELL,HOLD,20.0,Real Estate,Unknown,False,False,False,0,10-20,0.20500000000000002,event
INSP,INSP,82.80000305175781,82.80000305175781,,,91069348.71800537,0.35,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.20500000000000002,event
MORN,MORN,256.9700012207031,256.9700012207031,,,84983340.36023255,0.35,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.20500000000000002,event
FRPT,FRPT,53.20000076293945,53.20000076293945,,,84818496.2305334,0.35,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.20500000000000002,event
RVMD,RVMD,46.2400016784668,46.2400016784668,,,78595139.05130139,0.35,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.20500000000000002,event
GFS,GFS,32.16999816894531,32.16999816894531,,,78293907.3951004,0.35,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.20500000000000002,event
ARMK,ARMK,38.869998931884766,38.869998931884766,,,75174373.09613971,0.35,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.20500000000000002,event
UAA,UAA,5.03000020980835,5.03000020980835,,,70607848.62836838,0.35,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.20500000000000002,event
LBRDK,LBRDK,60.790000915527344,60.790000915527344,,,67785270.32168885,0.35,SELL,HOLD,20.0,Communication Services,Unknown,False,False,False,0,10-20,0.20500000000000002,event
ATR,ATR,137.10000610351562,137.10000610351562,,,67272985.60205078,0.35,SELL,HOLD,20.0,Materials,Unknown,False,False,False,0,10-20,0.20500000000000002,event
COTY,COTY,4.130000114440918,4.130000114440918,,,56798821.67099352,0.35,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.20500000000000002,event
OLN,OLN,26.93000030517578,26.93000030517578,,,55515444.256074145,0.35,SELL,HOLD,20.0,Materials,Unknown,False,False,False,0,10-20,0.20500000000000002,event
INGR,INGR,126.87999725341795,126.87999725341795,,,54796247.132881165,0.35,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.20500000000000002,event
UWMC,UWMC,6.909999847412109,6.909999847412109,,,52981609.71291494,0.35,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.20500000000000002,event
WSC,WSC,23.540000915527344,23.540000915527344,,,49815610.26720047,0.35,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.20500000000000002,event
ESAB,ESAB,113.08000183105467,113.08000183105467,,,46822702.840699,0.35,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.20500000000000002,event
SLGN,SLGN,44.52000045776367,44.52000045776367,,,46659298.89169197,0.35,SELL,HOLD,20.0,Materials,Unknown,False,False,False,0,10-20,0.20500000000000002,event
KMPR,KMPR,53.59000015258789,53.59000015258789,,,42350662.99690513,0.35,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.20500000000000002,event
MSGS,MSGS,211.75,211.75,,,39272282.09395142,0.35,SELL,HOLD,20.0,Communication Services,Unknown,False,False,False,0,10-20,0.20500000000000002,event
UA,UA,4.900000095367432,4.900000095367432,,,32377396.026752852,0.35,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.20500000000000002,event
LBRDA,LBRDA,60.47999954223633,60.47999954223633,,,7002913.3474761965,0.35,SELL,HOLD,20.0,Communication Services,Unknown,False,False,False,0,10-20,0.20500000000000002,event
V,V,343.489990234375,343.489990234375,,,1794969520.4178772,0.2,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.16,event
PEP,PEP,144.22999572753906,144.22999572753906,,,1271398510.4732285,0.2,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.16,event
MRK,MRK,85.1500015258789,85.1500015258789,,,985833655.5180813,0.2,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.16,event
PFE,PFE,24.86000061035156,24.86000061035156,,,909592233.9722538,0.2,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.16,event
TMO,TMO,491.4100036621094,491.4100036621094,,,797983010.2388046,0.2,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.16,event
CMCSA,CMCSA,33.400001525878906,33.400001525878906,,,682513539.9443569,0.2,SELL,HOLD,20.0,Communication Services,Unknown,False,False,False,0,10-20,0.16,event
COP,COP,94.12999725341795,94.12999725341795,,,599198331.8817928,0.2,SELL,HOLD,20.0,Energy,Unknown,False,False,False,0,10-20,0.16,event
REGN,REGN,568.2000122070312,568.2000122070312,,,570647039.6194061,0.2,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.16,event
BMY,BMY,47.540000915527344,47.540000915527344,,,453941702.0129852,0.2,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.16,event
ADP,ADP,298.0299987792969,298.0299987792969,,,447630639.6125992,0.2,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.16,event
LEN,LEN,140.08999633789062,140.08999633789062,,,419212946.20802766,0.2,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.16,event
PCG,PCG,15.729999542236328,15.729999542236328,,,397234121.0797739,0.2,SELL,HOLD,20.0,Utilities,Unknown,False,False,False,0,10-20,0.16,event
AXON,AXON,751.1099853515625,751.1099853515625,,,367093821.7251282,0.2,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.16,event
OXY,OXY,46.02000045776367,46.02000045776367,,,361196173.6430019,0.2,SELL,HOLD,20.0,Energy,Unknown,False,False,False,0,10-20,0.16,event
BDX,BDX,190.55999755859372,190.55999755859372,,,359720228.8847809,0.2,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.16,event
FDX,FDX,228.80999755859372,228.80999755859372,,,358955451.6895081,0.2,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.16,event
SO,SO,92.12999725341795,92.12999725341795,,,355289309.8277756,0.2,SELL,HOLD,20.0,Utilities,Unknown,False,False,False,0,10-20,0.16,event
ALB,ALB,75.05000305175781,75.05000305175781,,,313804088.57063216,0.2,SELL,HOLD,20.0,Materials,Unknown,False,False,False,0,10-20,0.16,event
MAR,MAR,267.94000244140625,267.94000244140625,,,309684045.51529235,0.2,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.16,event
DECK,DECK,117.87000274658205,117.87000274658205,,,292441829.12466395,0.2,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.16,event
EOG,EOG,120.0,120.0,,,286877910.97673035,0.2,SELL,HOLD,20.0,Energy,Unknown,False,False,False,0,10-20,0.16,event
ODFL,ODFL,149.39999389648438,149.39999389648438,,,276662564.63247836,0.2,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.16,event
AFL,AFL,108.69000244140624,108.69000244140624,,,274059945.02957916,0.2,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.16,event
KMB,KMB,129.47000122070312,129.47000122070312,,,270215289.8675324,0.2,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.16,event
HPQ,HPQ,28.34000015258789,28.34000015258789,,,264006924.6886301,0.2,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.16,event
RH,RH,228.1199951171875,228.1199951171875,,,260648867.40176392,0.2,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.16,event
SJM,SJM,110.86000061035156,110.86000061035156,,,255412605.42728576,0.2,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.16,event
OMC,OMC,77.83999633789062,77.83999633789062,,,244158385.12916565,0.2,SELL,HOLD,20.0,Communication Services,Unknown,False,False,False,0,10-20,0.16,event
RSG,RSG,232.2100067138672,232.2100067138672,,,234970526.42414093,0.2,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.16,event
COO,COO,68.45999908447266,68.45999908447266,,,227338297.55194435,0.2,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.16,event
